country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Kuwait,2014,female,25-34 years,4,390934,0.799,"162,631,412,509",43774,Millenials
Kuwait,2014,female,5-14 years,0,264790,0.799,"162,631,412,509",43774,Generation Z
Kuwait,2014,female,75+ years,0,11335,0.799,"162,631,412,509",43774,Silent
Kuwait,2014,male,5-14 years,0,276927,0.799,"162,631,412,509",43774,Generation Z
Kuwait,2014,male,75+ years,0,10485,0.799,"162,631,412,509",43774,Silent
Kyrgyzstan,2011,male,35-54 years,135,603067,0.639,"6,197,766,119",1273,Generation X
Kyrgyzstan,2011,male,75+ years,8,37633,0.639,"6,197,766,119",1273,Silent
Kyrgyzstan,2011,male,25-34 years,92,440462,0.639,"6,197,766,119",1273,Millenials
Kyrgyzstan,2011,male,55-74 years,36,196311,0.639,"6,197,766,119",1273,Boomers
Kyrgyzstan,2011,male,15-24 years,82,591049,0.639,"6,197,766,119",1273,Millenials
Kyrgyzstan,2011,female,15-24 years,47,580711,0.639,"6,197,766,119",1273,Millenials
Kyrgyzstan,2011,female,75+ years,5,65298,0.639,"6,197,766,119",1273,Silent
Kyrgyzstan,2011,female,25-34 years,18,434790,0.639,"6,197,766,119",1273,Millenials
Kyrgyzstan,2011,female,35-54 years,24,641700,0.639,"6,197,766,119",1273,Generation X
Kyrgyzstan,2011,female,55-74 years,9,248599,0.639,"6,197,766,119",1273,Boomers
Kyrgyzstan,2011,male,5-14 years,10,525127,0.639,"6,197,766,119",1273,Generation Z
Kyrgyzstan,2011,female,5-14 years,5,505791,0.639,"6,197,766,119",1273,Generation Z
Kyrgyzstan,2012,male,25-34 years,119,457076,0.649,"6,605,139,933",1339,Millenials
Kyrgyzstan,2012,male,55-74 years,48,204335,0.649,"6,605,139,933",1339,Boomers
Kyrgyzstan,2012,male,35-54 years,141,610705,0.649,"6,605,139,933",1339,Generation X
Kyrgyzstan,2012,male,75+ years,6,38493,0.649,"6,605,139,933",1339,Silent
Kyrgyzstan,2012,female,75+ years,10,66672,0.649,"6,605,139,933",1339,Silent
Kyrgyzstan,2012,male,15-24 years,73,583127,0.649,"6,605,139,933",1339,Millenials
Kyrgyzstan,2012,female,15-24 years,40,570274,0.649,"6,605,139,933",1339,Millenials
Kyrgyzstan,2012,female,35-54 years,36,648241,0.649,"6,605,139,933",1339,Generation X
Kyrgyzstan,2012,female,25-34 years,23,451969,0.649,"6,605,139,933",1339,Millenials
Kyrgyzstan,2012,female,55-74 years,10,258395,0.649,"6,605,139,933",1339,Boomers
Kyrgyzstan,2012,male,5-14 years,15,531219,0.649,"6,605,139,933",1339,Generation Z
Kyrgyzstan,2012,female,5-14 years,3,511854,0.649,"6,605,139,933",1339,Generation Z
Kyrgyzstan,2013,male,35-54 years,126,619074,0.658,"7,335,027,592",1463,Generation X
Kyrgyzstan,2013,male,55-74 years,39,214859,0.658,"7,335,027,592",1463,Boomers
Kyrgyzstan,2013,male,25-34 years,84,476515,0.658,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,male,15-24 years,74,575574,0.658,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,male,75+ years,5,39457,0.658,"7,335,027,592",1463,Silent
Kyrgyzstan,2013,female,15-24 years,37,559784,0.658,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,female,75+ years,4,68456,0.658,"7,335,027,592",1463,Silent
Kyrgyzstan,2013,female,25-34 years,19,472177,0.658,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,male,5-14 years,21,539750,0.658,"7,335,027,592",1463,Generation Z
Kyrgyzstan,2013,female,55-74 years,8,271112,0.658,"7,335,027,592",1463,Boomers
Kyrgyzstan,2013,female,35-54 years,18,655531,0.658,"7,335,027,592",1463,Generation X
Kyrgyzstan,2013,female,5-14 years,11,519911,0.658,"7,335,027,592",1463,Generation Z
Kyrgyzstan,2014,male,35-54 years,145,627231,0.663,"7,468,096,567",1465,Generation X
Kyrgyzstan,2014,male,25-34 years,93,495103,0.663,"7,468,096,567",1465,Millenials
Kyrgyzstan,2014,male,55-74 years,37,226999,0.663,"7,468,096,567",1465,Boomers
Kyrgyzstan,2014,male,75+ years,6,40660,0.663,"7,468,096,567",1465,Silent
Kyrgyzstan,2014,male,15-24 years,61,567126,0.663,"7,468,096,567",1465,Millenials
Kyrgyzstan,2014,female,75+ years,4,70778,0.663,"7,468,096,567",1465,Silent
Kyrgyzstan,2014,female,15-24 years,29,548946,0.663,"7,468,096,567",1465,Millenials
Kyrgyzstan,2014,female,25-34 years,22,491445,0.663,"7,468,096,567",1465,Millenials
Kyrgyzstan,2014,female,35-54 years,29,662629,0.663,"7,468,096,567",1465,Generation X
Kyrgyzstan,2014,female,55-74 years,11,285203,0.663,"7,468,096,567",1465,Boomers
Kyrgyzstan,2014,male,5-14 years,16,550704,0.663,"7,468,096,567",1465,Generation Z
Kyrgyzstan,2014,female,5-14 years,8,529606,0.663,"7,468,096,567",1465,Generation Z
Kyrgyzstan,2015,male,35-54 years,134,635515,0.666,"6,678,178,340",1285,Generation X
Kyrgyzstan,2015,male,55-74 years,37,241078,0.666,"6,678,178,340",1285,Boomers
Kyrgyzstan,2015,male,25-34 years,68,513358,0.666,"6,678,178,340",1285,Millenials
Kyrgyzstan,2015,male,75+ years,5,41233,0.666,"6,678,178,340",1285,Silent
Kyrgyzstan,2015,male,15-24 years,65,557006,0.666,"6,678,178,340",1285,Millenials
Kyrgyzstan,2015,female,15-24 years,35,537476,0.666,"6,678,178,340",1285,Millenials
Kyrgyzstan,2015,female,75+ years,4,72276,0.666,"6,678,178,340",1285,Silent
Kyrgyzstan,2015,female,35-54 years,25,669556,0.666,"6,678,178,340",1285,Generation X
Kyrgyzstan,2015,male,5-14 years,18,569962,0.666,"6,678,178,340",1285,Generation Z
Kyrgyzstan,2015,female,25-34 years,12,509797,0.666,"6,678,178,340",1285,Millenials
Kyrgyzstan,2015,female,55-74 years,7,301107,0.666,"6,678,178,340",1285,Boomers
Kyrgyzstan,2015,female,5-14 years,7,547463,0.666,"6,678,178,340",1285,Generation Z
Latvia,2011,male,75+ years,35,44766,0.821,"28,223,552,825",14447,Silent
Latvia,2011,male,55-74 years,99,187046,0.821,"28,223,552,825",14447,Boomers
Latvia,2011,male,35-54 years,137,278936,0.821,"28,223,552,825",14447,Generation X
Latvia,2011,male,25-34 years,56,142828,0.821,"28,223,552,825",14447,Millenials
Latvia,2011,male,15-24 years,38,137623,0.821,"28,223,552,825",14447,Millenials
Latvia,2011,female,75+ years,22,122500,0.821,"28,223,552,825",14447,Silent
Latvia,2011,female,55-74 years,21,279774,0.821,"28,223,552,825",14447,Boomers
Latvia,2011,female,25-34 years,9,139013,0.821,"28,223,552,825",14447,Millenials
Latvia,2011,female,35-54 years,18,302492,0.821,"28,223,552,825",14447,Generation X
Latvia,2011,female,15-24 years,5,131378,0.821,"28,223,552,825",14447,Millenials
Latvia,2011,female,5-14 years,0,91316,0.821,"28,223,552,825",14447,Generation Z
Latvia,2011,male,5-14 years,0,95939,0.821,"28,223,552,825",14447,Generation Z
Latvia,2012,male,35-54 years,164,275218,0.824,"28,119,996,053",14558,Generation X
Latvia,2012,male,75+ years,25,46273,0.824,"28,119,996,053",14558,Silent
Latvia,2012,male,55-74 years,97,187386,0.824,"28,119,996,053",14558,Boomers
Latvia,2012,male,25-34 years,50,142886,0.824,"28,119,996,053",14558,Millenials
Latvia,2012,male,15-24 years,34,129182,0.824,"28,119,996,053",14558,Millenials
Latvia,2012,female,75+ years,22,125246,0.824,"28,119,996,053",14558,Silent
Latvia,2012,female,35-54 years,22,297148,0.824,"28,119,996,053",14558,Generation X
Latvia,2012,female,55-74 years,18,278027,0.824,"28,119,996,053",14558,Boomers
Latvia,2012,female,15-24 years,6,122407,0.824,"28,119,996,053",14558,Millenials
Latvia,2012,female,25-34 years,5,138307,0.824,"28,119,996,053",14558,Millenials
Latvia,2012,male,5-14 years,1,97001,0.824,"28,119,996,053",14558,Generation Z
Latvia,2012,female,5-14 years,0,92440,0.824,"28,119,996,053",14558,Generation Z
Latvia,2013,male,75+ years,31,48030,0.833,"30,254,677,297",15820,Silent
Latvia,2013,male,55-74 years,92,188374,0.833,"30,254,677,297",15820,Boomers
Latvia,2013,male,35-54 years,128,270844,0.833,"30,254,677,297",15820,Generation X
Latvia,2013,male,25-34 years,53,143497,0.833,"30,254,677,297",15820,Millenials
Latvia,2013,male,15-24 years,17,120698,0.833,"30,254,677,297",15820,Millenials
Latvia,2013,female,75+ years,11,128209,0.833,"30,254,677,297",15820,Silent
Latvia,2013,female,55-74 years,23,276381,0.833,"30,254,677,297",15820,Boomers
Latvia,2013,female,35-54 years,19,291387,0.833,"30,254,677,297",15820,Generation X
Latvia,2013,female,25-34 years,6,137922,0.833,"30,254,677,297",15820,Millenials
Latvia,2013,female,15-24 years,2,113955,0.833,"30,254,677,297",15820,Millenials
Latvia,2013,male,5-14 years,1,98867,0.833,"30,254,677,297",15820,Generation Z
Latvia,2013,female,5-14 years,0,94300,0.833,"30,254,677,297",15820,Generation Z
Latvia,2014,male,75+ years,29,49779,0.838,"31,335,013,752",16544,Silent
Latvia,2014,male,55-74 years,93,189439,0.838,"31,335,013,752",16544,Boomers
Latvia,2014,male,35-54 years,113,266548,0.838,"31,335,013,752",16544,Generation X
Latvia,2014,male,25-34 years,45,143777,0.838,"31,335,013,752",16544,Millenials
Latvia,2014,male,15-24 years,31,112758,0.838,"31,335,013,752",16544,Millenials
Latvia,2014,female,75+ years,19,131335,0.838,"31,335,013,752",16544,Silent
Latvia,2014,female,25-34 years,10,137117,0.838,"31,335,013,752",16544,Millenials
Latvia,2014,female,55-74 years,20,275103,0.838,"31,335,013,752",16544,Boomers
Latvia,2014,female,15-24 years,6,106420,0.838,"31,335,013,752",16544,Millenials
Latvia,2014,female,35-54 years,16,285454,0.838,"31,335,013,752",16544,Generation X
Latvia,2014,female,5-14 years,0,95858,0.838,"31,335,013,752",16544,Generation Z
Latvia,2014,male,5-14 years,0,100453,0.838,"31,335,013,752",16544,Generation Z
Latvia,2015,male,75+ years,33,51293,0.841,"26,972,863,394",14382,Silent
Latvia,2015,male,55-74 years,94,190621,0.841,"26,972,863,394",14382,Boomers
Latvia,2015,male,35-54 years,106,262740,0.841,"26,972,863,394",14382,Generation X
Latvia,2015,male,25-34 years,48,143639,0.841,"26,972,863,394",14382,Millenials
Latvia,2015,male,15-24 years,24,105890,0.841,"26,972,863,394",14382,Millenials
Latvia,2015,female,75+ years,22,134138,0.841,"26,972,863,394",14382,Silent
Latvia,2015,female,55-74 years,30,274200,0.841,"26,972,863,394",14382,Boomers
Latvia,2015,female,35-54 years,24,279553,0.841,"26,972,863,394",14382,Generation X
Latvia,2015,female,15-24 years,3,100065,0.841,"26,972,863,394",14382,Millenials
Latvia,2015,female,25-34 years,2,136399,0.841,"26,972,863,394",14382,Millenials
Latvia,2015,male,5-14 years,1,100914,0.841,"26,972,863,394",14382,Generation Z
Latvia,2015,female,5-14 years,0,96070,0.841,"26,972,863,394",14382,Generation Z
Lithuania,2011,male,35-54 years,349,420391,0.828,"43,476,873,413",15097,Generation X
Lithuania,2011,male,55-74 years,213,262391,0.828,"43,476,873,413",15097,Boomers
Lithuania,2011,male,75+ years,56,74328,0.828,"43,476,873,413",15097,Silent
Lithuania,2011,male,25-34 years,124,189937,0.828,"43,476,873,413",15097,Millenials
Lithuania,2011,male,15-24 years,74,217769,0.828,"43,476,873,413",15097,Millenials
Lithuania,2011,female,75+ years,38,179526,0.828,"43,476,873,413",15097,Silent
Lithuania,2011,female,55-74 years,68,378929,0.828,"43,476,873,413",15097,Boomers
Lithuania,2011,female,35-54 years,67,460566,0.828,"43,476,873,413",15097,Generation X
Lithuania,2011,female,25-34 years,17,187312,0.828,"43,476,873,413",15097,Millenials
Lithuania,2011,female,15-24 years,10,207726,0.828,"43,476,873,413",15097,Millenials
Lithuania,2011,female,5-14 years,1,146411,0.828,"43,476,873,413",15097,Generation Z
Lithuania,2011,male,5-14 years,1,154519,0.828,"43,476,873,413",15097,Generation Z
Lithuania,2012,male,35-54 years,321,413107,0.831,"42,848,195,256",15099,Generation X
Lithuania,2012,male,55-74 years,195,263194,0.831,"42,848,195,256",15099,Boomers
Lithuania,2012,male,75+ years,53,76080,0.831,"42,848,195,256",15099,Silent
Lithuania,2012,male,25-34 years,117,187811,0.831,"42,848,195,256",15099,Millenials
Lithuania,2012,male,15-24 years,64,209964,0.831,"42,848,195,256",15099,Millenials
Lithuania,2012,female,75+ years,37,183510,0.831,"42,848,195,256",15099,Silent
Lithuania,2012,female,35-54 years,74,451819,0.831,"42,848,195,256",15099,Generation X
Lithuania,2012,female,55-74 years,45,378541,0.831,"42,848,195,256",15099,Boomers
Lithuania,2012,female,25-34 years,10,183799,0.831,"42,848,195,256",15099,Millenials
Lithuania,2012,female,15-24 years,8,199629,0.831,"42,848,195,256",15099,Millenials
Lithuania,2012,male,5-14 years,3,149055,0.831,"42,848,195,256",15099,Generation Z
Lithuania,2012,female,5-14 years,0,141261,0.831,"42,848,195,256",15099,Generation Z
Lithuania,2013,male,35-54 years,382,405191,0.836,"46,417,340,375",16538,Generation X
Lithuania,2013,male,55-74 years,223,265835,0.836,"46,417,340,375",16538,Boomers
Lithuania,2013,male,75+ years,63,77510,0.836,"46,417,340,375",16538,Silent
Lithuania,2013,male,25-34 years,121,188010,0.836,"46,417,340,375",16538,Millenials
Lithuania,2013,male,15-24 years,96,203647,0.836,"46,417,340,375",16538,Millenials
Lithuania,2013,female,75+ years,40,186711,0.836,"46,417,340,375",16538,Silent
Lithuania,2013,female,35-54 years,75,442140,0.836,"46,417,340,375",16538,Generation X
Lithuania,2013,female,25-34 years,22,182444,0.836,"46,417,340,375",16538,Millenials
Lithuania,2013,female,55-74 years,41,380096,0.836,"46,417,340,375",16538,Boomers
Lithuania,2013,female,15-24 years,17,192772,0.836,"46,417,340,375",16538,Millenials
Lithuania,2013,female,5-14 years,3,137471,0.836,"46,417,340,375",16538,Generation Z
Lithuania,2013,male,5-14 years,2,144800,0.836,"46,417,340,375",16538,Generation Z
Lithuania,2014,male,75+ years,72,78763,0.851,"48,516,371,721",17442,Silent
Lithuania,2014,male,35-54 years,309,396758,0.851,"48,516,371,721",17442,Generation X
Lithuania,2014,male,55-74 years,204,269618,0.851,"48,516,371,721",17442,Boomers
Lithuania,2014,male,25-34 years,94,189300,0.851,"48,516,371,721",17442,Millenials
Lithuania,2014,male,15-24 years,88,197504,0.851,"48,516,371,721",17442,Millenials
Lithuania,2014,female,75+ years,45,189437,0.851,"48,516,371,721",17442,Silent
Lithuania,2014,female,55-74 years,47,383128,0.851,"48,516,371,721",17442,Boomers
Lithuania,2014,female,35-54 years,43,431495,0.851,"48,516,371,721",17442,Generation X
Lithuania,2014,female,15-24 years,12,186406,0.851,"48,516,371,721",17442,Millenials
Lithuania,2014,female,25-34 years,11,182183,0.851,"48,516,371,721",17442,Millenials
Lithuania,2014,female,5-14 years,3,135051,0.851,"48,516,371,721",17442,Generation Z
Lithuania,2014,male,5-14 years,2,141934,0.851,"48,516,371,721",17442,Generation Z
Lithuania,2015,male,75+ years,67,79672,0.852,"41,508,609,233",15073,Silent
Lithuania,2015,male,55-74 years,216,273776,0.852,"41,508,609,233",15073,Boomers
Lithuania,2015,male,35-54 years,275,387255,0.852,"41,508,609,233",15073,Generation X
Lithuania,2015,male,25-34 years,101,190800,0.852,"41,508,609,233",15073,Millenials
Lithuania,2015,male,15-24 years,66,188903,0.852,"41,508,609,233",15073,Millenials
Lithuania,2015,female,75+ years,38,191358,0.852,"41,508,609,233",15073,Silent
Lithuania,2015,female,55-74 years,55,386892,0.852,"41,508,609,233",15073,Boomers
Lithuania,2015,female,35-54 years,46,419841,0.852,"41,508,609,233",15073,Generation X
Lithuania,2015,female,25-34 years,17,182926,0.852,"41,508,609,233",15073,Millenials
Lithuania,2015,female,15-24 years,10,178882,0.852,"41,508,609,233",15073,Millenials
Lithuania,2015,female,5-14 years,3,133506,0.852,"41,508,609,233",15073,Generation Z
Lithuania,2015,male,5-14 years,2,140115,0.852,"41,508,609,233",15073,Generation Z
Luxembourg,2011,male,75+ years,4,12991,0.892,"60,004,630,234",122729,Silent
Luxembourg,2011,male,35-54 years,20,82530,0.892,"60,004,630,234",122729,Generation X
Luxembourg,2011,female,75+ years,5,21428,0.892,"60,004,630,234",122729,Silent
Luxembourg,2011,male,55-74 years,7,47058,0.892,"60,004,630,234",122729,Boomers
Luxembourg,2011,male,25-34 years,4,37499,0.892,"60,004,630,234",122729,Millenials
Luxembourg,2011,female,15-24 years,3,30482,0.892,"60,004,630,234",122729,Millenials
Luxembourg,2011,female,35-54 years,6,79200,0.892,"60,004,630,234",122729,Generation X
Luxembourg,2011,male,15-24 years,2,31906,0.892,"60,004,630,234",122729,Millenials
Luxembourg,2011,female,55-74 years,3,48023,0.892,"60,004,630,234",122729,Boomers
Luxembourg,2011,female,25-34 years,1,37231,0.892,"60,004,630,234",122729,Millenials
Luxembourg,2011,female,5-14 years,0,29358,0.892,"60,004,630,234",122729,Generation Z
Luxembourg,2011,male,5-14 years,0,31212,0.892,"60,004,630,234",122729,Generation Z
Luxembourg,2012,male,75+ years,7,13581,0.892,"56,677,961,787",113120,Silent
Luxembourg,2012,male,55-74 years,10,48506,0.892,"56,677,961,787",113120,Boomers
Luxembourg,2012,male,35-54 years,13,84570,0.892,"56,677,961,787",113120,Generation X
Luxembourg,2012,male,15-24 years,5,33062,0.892,"56,677,961,787",113120,Millenials
Luxembourg,2012,male,25-34 years,4,38866,0.892,"56,677,961,787",113120,Millenials
Luxembourg,2012,female,75+ years,2,21770,0.892,"56,677,961,787",113120,Silent
Luxembourg,2012,female,35-54 years,5,80598,0.892,"56,677,961,787",113120,Generation X
Luxembourg,2012,female,55-74 years,3,49311,0.892,"56,677,961,787",113120,Boomers
Luxembourg,2012,female,15-24 years,1,31459,0.892,"56,677,961,787",113120,Millenials
Luxembourg,2012,female,25-34 years,1,38629,0.892,"56,677,961,787",113120,Millenials
Luxembourg,2012,female,5-14 years,0,29466,0.892,"56,677,961,787",113120,Generation Z
Luxembourg,2012,male,5-14 years,0,31226,0.892,"56,677,961,787",113120,Generation Z
Luxembourg,2013,male,75+ years,3,14046,0.892,"61,739,352,212",120423,Silent
Luxembourg,2013,male,55-74 years,9,50291,0.892,"61,739,352,212",120423,Boomers
Luxembourg,2013,female,55-74 years,8,50752,0.892,"61,739,352,212",120423,Boomers
Luxembourg,2013,male,35-54 years,10,86356,0.892,"61,739,352,212",120423,Generation X
Luxembourg,2013,female,75+ years,2,22111,0.892,"61,739,352,212",120423,Silent
Luxembourg,2013,male,15-24 years,2,33718,0.892,"61,739,352,212",120423,Millenials
Luxembourg,2013,female,25-34 years,2,39688,0.892,"61,739,352,212",120423,Millenials
Luxembourg,2013,female,35-54 years,4,82301,0.892,"61,739,352,212",120423,Generation X
Luxembourg,2013,female,15-24 years,0,32027,0.892,"61,739,352,212",120423,Millenials
Luxembourg,2013,female,5-14 years,0,29800,0.892,"61,739,352,212",120423,Generation Z
Luxembourg,2013,male,25-34 years,0,40174,0.892,"61,739,352,212",120423,Millenials
Luxembourg,2013,male,5-14 years,0,31425,0.892,"61,739,352,212",120423,Generation Z
Luxembourg,2014,male,55-74 years,18,52295,0.895,"66,327,344,189",126352,Boomers
Luxembourg,2014,male,75+ years,4,14546,0.895,"66,327,344,189",126352,Silent
Luxembourg,2014,male,35-54 years,20,88218,0.895,"66,327,344,189",126352,Generation X
Luxembourg,2014,male,25-34 years,7,41442,0.895,"66,327,344,189",126352,Millenials
